time;V(in);V(n);V(n.p);V(p)
9.508925848316525e-05;2.017852e+00;3.508432e+00;2.016875e+00;1.491557e+00
9.510262185342689e-05;2.020524e+00;3.509806e+00;2.019628e+00;1.490178e+00
9.511842800243699e-05;2.023686e+00;3.511419e+00;2.022860e+00;1.488559e+00
9.513750752265031e-05;2.027502e+00;3.513354e+00;2.026734e+00;1.486620e+00
9.517027646934252e-05;2.034055e+00;3.516656e+00;2.033342e+00;1.483313e+00
9.521124045139669e-05;2.042248e+00;3.520767e+00;2.041568e+00;1.479199e+00
9.525155335389057e-05;2.050311e+00;3.524804e+00;2.049644e+00;1.475160e+00
9.546905446702906e-05;2.093811e+00;3.546554e+00;2.093149e+00;1.453404e+00
9.568655558016756e-05;2.137311e+00;3.568303e+00;2.136653e+00;1.431650e+00
9.590405669330605e-05;2.180811e+00;3.590052e+00;2.180156e+00;1.409896e+00
9.612155780644455e-05;2.224311e+00;3.611801e+00;2.223658e+00;1.388143e+00
9.633905891958304e-05;2.267812e+00;3.633550e+00;2.267159e+00;1.366391e+00
9.655656003272153e-05;2.311312e+00;3.655298e+00;2.310658e+00;1.344640e+00
9.677406114586003e-05;2.354812e+00;3.677047e+00;2.354157e+00;1.322889e+00
9.994830020796103e-05;2.989660e+00;3.994478e+00;2.988996e+00;1.005482e+00
9.999999999999999e-05;3.000000e+00;3.999648e+00;2.999336e+00;1.000312e+00
