Freq;Voutdb;Voutrad
2.35504928389597e+00;4.73258393454629e-07;-5.52607611763198e-03
2.36047823318053e+00;4.75442940276304e-07;-5.53881503885828e-03
2.36591969748571e+00;4.77637573962174e-07;-5.55158332696027e-03
2.37137370566161e+00;4.79842240509898e-07;-5.56438104839206e-03
2.37684028662483e+00;4.82057086497234e-07;-5.57720827190683e-03
2.38231946935864e+00;4.84282152425927e-07;-5.59006506526945e-03
2.38781128291313e+00;4.86517490369647e-07;-5.60295149641243e-03
2.39331575640534e+00;4.88763150473414e-07;-5.61586763391808e-03
2.39883291901944e+00;4.91019277386330e-07;-5.62881354637033e-03
2.40436280000689e+00;4.93285518164555e-07;-5.64178930153859e-03
2.40990542868655e+00;4.95562619197497e-07;-5.65479496963724e-03
2.41546083444489e+00;4.97850036604488e-07;-5.66783061876282e-03
2.42102904673613e+00;5.00147909248668e-07;-5.68089631798942e-03
2.42661009508237e+00;5.02456493641118e-07;-5.69399213687810e-03
2.43220400907377e+00;5.04775731922186e-07;-5.70711814499454e-03
2.43781081836870e+00;5.07105878674299e-07;-5.72027441141285e-03
2.44343055269392e+00;5.09446384230826e-07;-5.73346100618692e-03
2.44906324184470e+00;5.11797790543761e-07;-5.74667799887960e-03
2.45470891568498e+00;5.14160253834137e-07;-5.75992546036103e-03
2.46036760414758e+00;5.16533523376818e-07;-5.77320346035958e-03
2.46603933723429e+00;5.18917745749561e-07;-5.78651206925526e-03
2.47172414501608e+00;5.21312978812002e-07;-5.79985135742641e-03
2.47742205763324e+00;5.23719266923193e-07;-5.81322139623483e-03
2.48313310529552e+00;5.26136563795408e-07;-5.82662225573469e-03
2.48885731828234e+00;5.28564921502319e-07;-5.84005400728461e-03
2.49459472694290e+00;5.31004887781883e-07;-5.85351672306250e-03
2.50034536169638e+00;5.33455916824780e-07;-5.86701047312062e-03
2.50610925303206e+00;5.35918261284778e-07;-5.88053532914659e-03
2.51188643150953e+00;5.38391872945500e-07;-5.89409136364361e-03
2.51767692775880e+00;5.40876906099320e-07;-5.90767864797194e-03
2.52348077248052e+00;5.43373513109958e-07;-5.92129725414481e-03
2.52929799644609e+00;5.45881838626516e-07;-5.93494725482682e-03
2.53512863049786e+00;5.48401248121550e-07;-5.94862872121644e-03
2.54097270554925e+00;5.50932586345858e-07;-5.96234172712182e-03
2.54683025258499e+00;5.53475810869024e-07;-5.97608634472050e-03
2.55270130266119e+00;5.56030375881725e-07;-5.98986264700865e-03
2.55858588690559e+00;5.58596935197934e-07;-6.00367070697372e-03
